fixture_key	role	library_order	category	playlist_title	playlist_index	video_id	title	url	channel	upload_date	duration_seconds	view_count_at_harvest	availability	embeddable	age_limit	has_vtt	vtt_tracks	shared_with_a1
A2_LIB_019	CURRENT_LIBRARY	19	Java Core	Tự Học Java Core Từ A tới Z Dành cho Beginners | Hỏi Dân IT	81	pV45eVVcuYc	[FULL] Chia Sẻ Lộ Trình Tự Học Java Spring - Spring Boot Từ Số 0 Dành Cho Người Mới Bắt Đầu	https://www.youtube.com/watch?v=pV45eVVcuYc	Hỏi Dân IT	20240713	3959	45197	public	True	0	True	en,vi,vi-orig	True
A2_LIB_020	CURRENT_LIBRARY	20	DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	1	ZEJ6MKuUZds	[CTDL & GT]. Buổi 1. Vector, Iterator, Pair, Set Trong C++	https://www.youtube.com/watch?v=ZEJ6MKuUZds	28tech	20230802	6714	286315	public	True	0	True	en,vi,vi-orig	False
A2_LIB_021	CURRENT_LIBRARY	21	DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	2	Pju2Y69Q6ew	[CTDL & GT]. Buổi 2. Hàm sort, binary_search, lower_bound, upper_bound	https://www.youtube.com/watch?v=Pju2Y69Q6ew	28tech	20230804	6444	53339	public	True	0	True	en,vi,vi-orig	False
A2_LIB_022	CURRENT_LIBRARY	22	DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	3	0_4s88NLOmw	[CTDL & GT]. Buổi 3. String Và Các Dạng Bài Tập Xử Lý Xâu Thường Gặp	https://www.youtube.com/watch?v=0_4s88NLOmw	28tech	20230822	6564	28360	public	True	0	True	en,vi,vi-orig	False
A2_LIB_023	CURRENT_LIBRARY	23	DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	4	sdosjI25u5c	[CTDL & GT]. Buổi 4. Mảng Cộng Dồn, Mảng Hiệu, Kỹ Thuật Loang Trên Mảng 2 Chiều	https://www.youtube.com/watch?v=sdosjI25u5c	28tech	20230827	6576	33794	public	True	0	True	en,vi,vi-orig	False
A2_LIB_024	CURRENT_LIBRARY	24	DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	7	DRcAJNhtwbY	#34 [C++]. Cấu Trúc Dữ Liệu Hàng Đợi Ưu Tiên | Priority_queue trong C++	https://www.youtube.com/watch?v=DRcAJNhtwbY	28tech	20210906	1665	34812	public	True	0	True	vi,vi-orig	False
A2_LIB_025	CURRENT_LIBRARY	25	DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	8	MQZ1TH0l7sk	#31 [C++]. Cấu Trúc Dữ Liệu Ngăn Xếp Ngôn Ngữ Lập Trình C++ | Cách Hoạt Động của CTDL Ngăn Xếp	https://www.youtube.com/watch?v=MQZ1TH0l7sk	28tech	20210904	3004	109716	public	True	0	True	vi,vi-orig	False
A2_LIB_026	CURRENT_LIBRARY	26	DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	10	XUx3iJVPdxA	#35 [C++]. Kỹ Thuật Cửa Sổ Trượt | Sliding Window	https://www.youtube.com/watch?v=XUx3iJVPdxA	28tech	20210908	2566	51680	public	True	0	True	vi,vi-orig	False
A2_LIB_027	CURRENT_LIBRARY	27	DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	11	PPyw2vp6SIU	#36 [C++]. Kỹ thuật Hai Con Trỏ | Two Pointers Trong C++	https://www.youtube.com/watch?v=PPyw2vp6SIU	28tech	20210909	4922	64961	public	True	0	True	vi,vi-orig	False
A2_LIB_028	CURRENT_LIBRARY	28	DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	12	mdG5TEiJTx8	#46. [C++]. Danh Sách Liên Kết Đơn Ngôn Ngữ Lập Trình C++| Quản Lý Sinh Viên Bằng Danh Sách Liên Kết	https://www.youtube.com/watch?v=mdG5TEiJTx8	28tech	20211026	5968	204100	public	True	0	False		False
A2_LIB_029	CURRENT_LIBRARY	29	DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	13	efpaZznImN4	#47 [C++]. Thuật Toán Quay Lui | Bài Toán N Quân Hậu Ngôn Ngữ Lập Trình C++	https://www.youtube.com/watch?v=efpaZznImN4	28tech	20211021	4451	165883	public	True	0	True	vi,vi-orig	False
A2_LIB_030	CURRENT_LIBRARY	30	DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	17	pGa4PfLLHx8	[CTDL & GT]. Một Số Dạng Bài Về Sắp Xếp Và Tìm Kiếm - Tìm Kiếm Nhị Phân Kết Quả	https://www.youtube.com/watch?v=pGa4PfLLHx8	28tech	20250118	6669	10508	public	True	0	True	vi,vi-orig	False
A2_LIB_031	CURRENT_LIBRARY	31	DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	19	DMrd-RnLeJI	#23 [Lý thuyết đồ thị | Toán rời rạc]. Thuật toán Bellman-Ford - Tìm đường đi ngắn nhất trên đồ thị	https://www.youtube.com/watch?v=DMrd-RnLeJI	28tech	20260404	1680	3563	public	True	0	True	vi,vi-orig	False
A2_LIB_032	CURRENT_LIBRARY	32	DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	21	KXsfp8YiucE	[DSA]. The Count Islands problem and the Flood Fill algorithm.	https://www.youtube.com/watch?v=KXsfp8YiucE	28tech	20260625	1072	437	public	True	0	True	vi,vi-orig	False
A2_LIB_033	CURRENT_LIBRARY	33	JavaScript	Javascript Cơ Bản	55	W8vJ-yOtSbE	Hiểu về Javascript Callback Functions | Callback Trong Javascript | Javascript Callback	https://www.youtube.com/watch?v=W8vJ-yOtSbE	F8 Official	20200315	311	92139	public	True	0	True	vi,vi-orig	False
A2_LIB_034	CURRENT_LIBRARY	34	JavaScript	Javascript Cơ Bản	63	TsTr-tKCREc	What is HTML DOM? | JavaScript HTML DOM	https://www.youtube.com/watch?v=TsTr-tKCREc	F8 Official	20200430	976	100146	public	True	0	True	vi,vi-orig	False
A2_LIB_035	CURRENT_LIBRARY	35	JavaScript	Javascript Cơ Bản	76	AA3WWZAMv_0	DOM events	https://www.youtube.com/watch?v=AA3WWZAMv_0	F8 Official	20200607	1618	64727	public	True	0	True	vi,vi-orig	False
A2_LIB_036	CURRENT_LIBRARY	36	JavaScript	Javascript Cơ Bản	79	U624VLOxiTo	Event listener | add & removeEventListener	https://www.youtube.com/watch?v=U624VLOxiTo	F8 Official	20200920	1013	61292	public	True	0	True	vi,vi-orig	False
A2_LIB_037	CURRENT_LIBRARY	37	JavaScript	Javascript Cơ Bản	87	Uph14HYkgEQ	JSON là gì? JSON được sử dụng như thế nào trong JavaScript?	https://www.youtube.com/watch?v=Uph14HYkgEQ	F8 Official	20200920	1035	87553	public	True	0	True	vi,vi-orig	False
A2_LIB_038	CURRENT_LIBRARY	38	JavaScript	Javascript Cơ Bản	88	QJmNEqy0zV0	Promise (sync async) trong JavaScript | Khái niệm promise	https://www.youtube.com/watch?v=QJmNEqy0zV0	F8 Official	20200920	816	85804	public	True	0	True	vi,vi-orig	False
A2_LIB_039	CURRENT_LIBRARY	39	JavaScript	Javascript Cơ Bản	90	_4F8ihblZFU	Promise trong Javascript | Cách sử dụng Promise | JavaScript Promise	https://www.youtube.com/watch?v=_4F8ihblZFU	F8 Official	20200920	902	97810	public	True	0	True	vi,vi-orig	False
A2_LIB_040	CURRENT_LIBRARY	40	JavaScript	Javascript Cơ Bản	95	9QeNLypIiZs	Arrow function in JavaScript ES6 | Arrow function concept	https://www.youtube.com/watch?v=9QeNLypIiZs	F8 Official	20200908	516	137697	public	True	0	True	vi,vi-orig	False
A2_LIB_041	CURRENT_LIBRARY	41	JavaScript	Javascript Cơ Bản	100	J1m4vLDUhEI	Destructuring trong JavaScript ES6	https://www.youtube.com/watch?v=J1m4vLDUhEI	F8 Official	20200908	800	77391	public	True	0	True	vi,vi-orig	False
A2_LIB_042	CURRENT_LIBRARY	42	JavaScript	Javascript Cơ Bản	103	08lWi4T2Bfg	Module trong JavaScript ES6	https://www.youtube.com/watch?v=08lWi4T2Bfg	F8 Official	20200908	890	111430	public	True	0	True	vi,vi-orig	False
A2_LIB_043	CURRENT_LIBRARY	43	JavaScript	Javascript Cơ Bản	107	8KkM6JFjJZA	Fetch | Fetch Concept in JavaScript	https://www.youtube.com/watch?v=8KkM6JFjJZA	F8 Official	20200926	1340	82670	public	True	0	True	vi,vi-orig	False
A2_LIB_044	CURRENT_LIBRARY	44	JavaScript	Javascript Cơ Bản	110	TRjVXmk8q8I	Add/edit/delete courses with Fetch and REST API	https://www.youtube.com/watch?v=TRjVXmk8q8I	F8 Official	20201002	1921	107286	public	True	0	True	vi,vi-orig	False
A2_LIB_045	CURRENT_LIBRARY	45	JavaScript	Javascript Cơ Bản	113	vAecGPWxzFE	Code Music Player Xịn Xò Từ A-Z | Thực hành JavaScript | Code trình phát nhạc	https://www.youtube.com/watch?v=vAecGPWxzFE	F8 Official	20210211	6701	164175	public	True	0	True	vi,vi-orig	False
A2_LIB_046	CURRENT_LIBRARY	46	React Hooks	✅ Học React Hooks cơ bản (2020)	1	unFHsn0qSMA	React hooks - Giới thiệu tổng quát về hooks (2020)	https://www.youtube.com/watch?v=unFHsn0qSMA	Easy Frontend	20200329	510	104232	public	True	0	True	vi,vi-orig	True
A2_LIB_047	CURRENT_LIBRARY	47	React Hooks	✅ Học React Hooks cơ bản (2020)	3	_D16z1kL0wo	React hooks: 02 - useState() and what you need to know 😊 (2020)	https://www.youtube.com/watch?v=_D16z1kL0wo	Easy Frontend	20200331	723	42818	public	True	0	True	vi,vi-orig	False
A2_LIB_048	CURRENT_LIBRARY	48	React Hooks	✅ Học React Hooks cơ bản (2020)	7	zjUC_W7IOIc	React hooks: 06 - Những điều cần biết về useEffect hooks 🎉	https://www.youtube.com/watch?v=zjUC_W7IOIc	Easy Frontend	20200405	848	57135	public	True	0	True	vi,vi-orig	False
A2_LIB_049	CURRENT_LIBRARY	49	React Hooks	✅ Học React Hooks cơ bản (2020)	8	4a1_is2OdLY	React hooks: 07 - Calling APIs with useEffect hooks (2020) 🎉	https://www.youtube.com/watch?v=4a1_is2OdLY	Easy Frontend	20200406	905	48168	public	True	0	True	vi,vi-orig	False
A2_LIB_050	CURRENT_LIBRARY	50	React Hooks	✅ Học React Hooks cơ bản (2020)	10	WF3pUtvC01M	React hooks: 09 - useEffect search có debounce 😍 (2020)	https://www.youtube.com/watch?v=WF3pUtvC01M	Easy Frontend	20200408	1060	41437	public	True	0	True	vi,vi-orig	False
A2_LIB_051	CURRENT_LIBRARY	51	React Hooks	✅ Học React Hooks cơ bản (2020)	11	QbC4LwsD1rw	React hooks: 10 - useEffect cleanup with clock code (2020)	https://www.youtube.com/watch?v=QbC4LwsD1rw	Easy Frontend	20200409	807	19356	public	True	0	True	vi,vi-orig	False
A2_LIB_052	CURRENT_LIBRARY	52	React Hooks	✅ Học React Hooks cơ bản (2020)	12	8Ee__cUapdg	React Hooks: 11 - Introduction to Custom Hooks (2020) 🚀	https://www.youtube.com/watch?v=8Ee__cUapdg	Easy Frontend	20200411	641	18596	public	True	0	True	vi,vi-orig	False
A2_LIB_053	CURRENT_LIBRARY	53	React Hooks	✅ Học React Hooks cơ bản (2020)	15	EGVhrE6VuNM	React hooks: 14 - Introduction to Memoization and React.memo (2020) 🎉	https://www.youtube.com/watch?v=EGVhrE6VuNM	Easy Frontend	20200415	1019	24200	public	True	0	True	vi,vi-orig	False
A2_LIB_054	CURRENT_LIBRARY	54	React Hooks	✅ Học React Hooks cơ bản (2020)	16	quS95gJdxsc	React hooks: 15 - So sánh useCallback và useMemo 😎 (2020)	https://www.youtube.com/watch?v=quS95gJdxsc	Easy Frontend	20200417	810	32540	public	True	0	True	vi,vi-orig	False
A2_LIB_055	CURRENT_LIBRARY	55	React Hooks	✅ Học React Hooks cơ bản (2020)	17	kp4fuB-0TBw	useRef hook: Get the previous value of the state 🎉	https://www.youtube.com/watch?v=kp4fuB-0TBw	Easy Frontend	20201004	519	22240	public	True	0	True	vi,vi-orig	False
A2_LIB_056	CURRENT_LIBRARY	56	Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	23	Hfb76A34mBc	#15 Tại Sao Lại Là Node.JS - Những Điều Bạn Phải Biết Trước Khi Sử Dụng Platform Này.	https://www.youtube.com/watch?v=Hfb76A34mBc	Hỏi Dân IT	20210527	618	35418	public	True	0	True	vi,vi-orig	False
A2_LIB_057	CURRENT_LIBRARY	57	Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	26	5Pb-z9DQjDw	#17.2 Bắt đầu với Express Framework - Viết Chương Trình Hello world với Node.js	https://www.youtube.com/watch?v=5Pb-z9DQjDw	Hỏi Dân IT	20210527	2346	43627	public	True	0	True	vi,vi-orig	False
A2_LIB_058	CURRENT_LIBRARY	58	Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	27	Tw8Vyz7dVgc	#18 Áp Dụng Mô Hình MVC vào Dự Án Node.JS	https://www.youtube.com/watch?v=Tw8Vyz7dVgc	Hỏi Dân IT	20210528	962	28518	public	True	0	True	vi,vi-orig	False
A2_LIB_059	CURRENT_LIBRARY	59	Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	30	B4sy3DL4IX0	#21 Kết Nối Tới MySQL Database với Sequelize - Render Dữ Liệu Ra View | Cấu hình cho Node.JS phần 3	https://www.youtube.com/watch?v=B4sy3DL4IX0	Hỏi Dân IT	20210531	1658	34555	public	True	0	True	vi,vi-orig	False
A2_LIB_060	CURRENT_LIBRARY	60	Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	38	L3Z4KfyCZOI	#29 Concepts Cover - APIs, JSON, Object Javascript Là Gì ? Hướng Dẫn Cài Đặt Postman Để Test APIs	https://www.youtube.com/watch?v=L3Z4KfyCZOI	Hỏi Dân IT	20210611	1321	13873	public	True	0	True	vi,vi-orig	False
A2_LIB_061	CURRENT_LIBRARY	61	Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	42	AAAKXp2wa-0	#32 Explaining React.JS Project Structure | Things You Need to Know Before Following This Course	https://www.youtube.com/watch?v=AAAKXp2wa-0	Hỏi Dân IT	20210614	780	19037	public	True	0	True	vi,vi-orig	False
A2_LIB_062	CURRENT_LIBRARY	62	Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	44	rgSgSe1QUqU	#34 Using State and How to Handle Events OnClick, OnChange with React | React.JS for Beginners	https://www.youtube.com/watch?v=rgSgSe1QUqU	Hỏi Dân IT	20210615	2394	19748	public	True	0	True	vi,vi-orig	False
A2_LIB_063	CURRENT_LIBRARY	63	Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	45	YqAU7T-BoDE	"#35  Viết APIs ""Chuẩn MEN"" với Node.js | Cách viết REST APIs cho Người Mới Bắt Đầu"	https://www.youtube.com/watch?v=YqAU7T-BoDE	Hỏi Dân IT	20210617	3746	34152	public	True	0	True	vi,vi-orig	False
A2_LIB_064	CURRENT_LIBRARY	64	Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	47	PLY0jr90DmI	#36 Hoàn Thiện Chức Năng Đăng Nhập Kết Hợp React.Js Và Node.js | React Cho Người Mới Bắt Đầu	https://www.youtube.com/watch?v=PLY0jr90DmI	Hỏi Dân IT	20210617	3656	37537	public	True	0	True	vi,vi-orig	False
A2_LIB_065	CURRENT_LIBRARY	65	Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	48	pgZev-Y15EM	#37 CRUD với ReactJS Phần 1 - Viết API Lấy Tất Cả Thông Tin Người Dùng | React Cho Người Mới Bắt Đầu	https://www.youtube.com/watch?v=pgZev-Y15EM	Hỏi Dân IT	20210618	1748	21107	public	True	0	True	vi,vi-orig	False
A2_LIB_066	CURRENT_LIBRARY	66	Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	79	t_cedTldfjs	#68 Sequelize Relationship - Tìm Hiểu Quan Hệ Giữa Các Model & Database |React Cho Người Mới Bắt Đầu	https://www.youtube.com/watch?v=t_cedTldfjs	Hỏi Dân IT	20210716	3857	10115	public	True	0	True	vi,vi-orig	False
A2_LIB_067	CURRENT_LIBRARY	67	Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	113	-cg9dq-Jq2M	INTRODUCING FULLSTACK JWT SERIES - React & Node.JS | Learn Fullstack Javascript with Ask IT People	https://www.youtube.com/watch?v=-cg9dq-Jq2M	Hỏi Dân IT	20230916	638	34999	public	True	0	True	vi,vi-orig	False
A2_LIB_068	CURRENT_LIBRARY	68	Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	115	w946spjx_z0	Docker Practice 01 - Preparing Production Environment | Fullstack Course SERN clone Bookingcare	https://www.youtube.com/watch?v=w946spjx_z0	Hỏi Dân IT	20230221	654	23112	public	True	0	True	vi,vi-orig	False
A2_LIB_069	CURRENT_LIBRARY	69	Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	118	L-Tzu2jT3Dw	Thực Hành Docker 04 - Build Backend Node.JS/MySQL với Docker Compose | Khóa Học Fullstack SERN	https://www.youtube.com/watch?v=L-Tzu2jT3Dw	Hỏi Dân IT	20230225	895	10852	public	True	0	True	vi,vi-orig	False
A2_LIB_070	CURRENT_LIBRARY	70	Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	122	wcQz4gSbSms	Docker Practice 08 - Nginx/React/Node.JS/MySQL with Docker Compose | SERN Fullstack Course	https://www.youtube.com/watch?v=wcQz4gSbSms	Hỏi Dân IT	20230301	443	8195	public	True	0	True	vi,vi-orig	False
A2_LIB_071	CURRENT_LIBRARY	71	Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	127	WvAznEDhCdE	Cài Đặt Database Postgres với pgAdmin Tại môi trường Local	https://www.youtube.com/watch?v=WvAznEDhCdE	Hỏi Dân IT	20221219	720	26121	public	True	0	True	vi,vi-orig	False
A2_LIB_072	CURRENT_LIBRARY	72	Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	130	NkulG9hH2LI	#105 [NEW] - Deploy app Node.JS với Render | Khóa Học SERN - SQL, Express, React & Node.js	https://www.youtube.com/watch?v=NkulG9hH2LI	Hỏi Dân IT	20221223	836	24458	public	True	0	True	vi,vi-orig	False
A2_LIB_073	CURRENT_LIBRARY	73	Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	131	ncV0OEa9GoQ	#106 [NEW] - Deploy App React.JS với Vercel | Khóa Học SERN - SQL, Express, React & Node.js	https://www.youtube.com/watch?v=ncV0OEa9GoQ	Hỏi Dân IT	20221224	1608	15264	public	True	0	True	vi,vi-orig	False
A2_LIB_074	CURRENT_LIBRARY	74	Node/Express	NodeJS & ExpressJS	2	SdcdneSdoV4	HTTP protocol | Giao thức HTTP | Giao thức truyền tải siêu văn bản	https://www.youtube.com/watch?v=SdcdneSdoV4	F8 Official	20200721	937	119533	public	True	0	True	vi,vi-orig	False
A2_LIB_075	CURRENT_LIBRARY	75	Node/Express	NodeJS & ExpressJS	12	Wz6WghmEmFk	Basic Routing | Routing Techniques in Node.js	https://www.youtube.com/watch?v=Wz6WghmEmFk	F8 Official	20200729	697	50179	public	True	0	True	vi,vi-orig	False
A2_LIB_076	CURRENT_LIBRARY	76	Node/Express	NodeJS & ExpressJS	16	LlfdqnK28Cg	POST method | POST method | HTTP protocol	https://www.youtube.com/watch?v=LlfdqnK28Cg	F8 Official	20200802	1066	44569	public	True	0	True	vi,vi-orig	False
