"source_role"	"library_order"	"youtube_video_id"	"video_title"	"note_fixture_key"	"note_timestamp_seconds"	"note_text"	"evidence_type"	"vtt_track"	"cue_start_seconds"	"linked_task_fixture_key"	"linked_task_title"	"linked_task_deadline_class"
"CURRENT_LIBRARY"	"9"	"nm6qg6sinLU"	"[Khóa học sử dụng SQL server] - Bài 7: Tạo khóa ngoại| HowKteam"	"a1-note-LIBRARY_09-1"		"Cần xem lại bài về tạo khóa ngoại trong SQL Server và ghi lại các bước thực hiện."	"SOURCE_METADATA"			"a1-task-has-9"	"Tóm tắt cách tạo khóa ngoại trong SQL Server"	"TODAY"
"CURRENT_LIBRARY"	"9"	"nm6qg6sinLU"	"[Khóa học sử dụng SQL server] - Bài 7: Tạo khóa ngoại| HowKteam"	"a1-note-LIBRARY_09-2"		"Sau khi xem lại phần khóa ngoại, cần thực hành tạo quan hệ giữa hai bảng trên một ví dụ nhỏ."	"SOURCE_METADATA"			"a1-task-has-44"	"Thực hành tạo khóa ngoại trong SQL Server"	""
"CURRENT_LIBRARY"	"10"	"BTNU1aPwxvg"	"Chapter 1: React và JavaScript ES6 (Bổ trợ kiến thức)"	"a1-note-LIBRARY_10-1"	"1020"	"const giúp tránh khai báo lại biến và làm cách gán giá trị chặt chẽ hơn."	"VTT_CUE"	"vi-orig"	"1020"	"a1-task-has-10"	"Ôn cách dùng const để tránh khai báo lại"	""
"CURRENT_LIBRARY"	"10"	"BTNU1aPwxvg"	"Chapter 1: React và JavaScript ES6 (Bổ trợ kiến thức)"	"a1-note-LIBRARY_10-2"	"2958"	"Object được khai báo bằng các cặp thuộc tính và giá trị, ngăn cách bằng dấu phẩy."	"VTT_CUE"	"vi-orig"	"2958"	"a1-task-has-45"	"Tạo object bằng cặp thuộc tính và giá trị"	"NONE"
"CURRENT_LIBRARY"	"10"	"BTNU1aPwxvg"	"Chapter 1: React và JavaScript ES6 (Bổ trợ kiến thức)"	"a1-note-LIBRARY_10-3"	"4819"	"filter nhận một arrow function để xử lý từng phần tử của mảng."	"VTT_CUE"	"vi-orig"	"4819"	""	""	""
"CURRENT_LIBRARY"	"10"	"BTNU1aPwxvg"	"Chapter 1: React và JavaScript ES6 (Bổ trợ kiến thức)"	"a1-note-LIBRARY_10-4"	"6720"	"Khi sao chép object hoặc array, cần dùng cú pháp ngoặc phù hợp với loại dữ liệu."	"VTT_CUE"	"vi-orig"	"6720"	""	""	""
"CURRENT_LIBRARY"	"10"	"BTNU1aPwxvg"	"Chapter 1: React và JavaScript ES6 (Bổ trợ kiến thức)"	"a1-note-LIBRARY_10-5"	"8658"	"Optional chaining giúp kiểm tra thuộc tính lồng nhau trước khi truy cập để tránh lỗi."	"VTT_CUE"	"vi-orig"	"8658"	""	""	""
"CURRENT_LIBRARY"	"11"	"SIAGpAaLSaI"	"React hooks: 03 - Dùng useState() qua ví dụ đơn giản (2020)"	"a1-note-LIBRARY_11-1"		"Cần xem lại bài về useState trong React và ghi lại ví dụ chính."	"SOURCE_METADATA"			"a1-task-has-11"	"Ôn lại bài useState trong React"	""
"CURRENT_LIBRARY"	"11"	"SIAGpAaLSaI"	"React hooks: 03 - Dùng useState() qua ví dụ đơn giản (2020)"	"a1-note-LIBRARY_11-2"	"945"	"Sau khi điều chỉnh, đoạn xử lý chỉ chạy một lần thay vì lặp lại khi render."	"VTT_CUE"	"vi-orig"	"945"	"a1-task-has-46"	"Kiểm tra đoạn xử lý chỉ chạy một lần"	"NONE"
"CURRENT_LIBRARY"	"12"	"_yfpSc6ubLE"	"Typescript: 01-01 - Giới thiệu nội dung series typescript cơ bản"	"a1-note-LIBRARY_12-1"	"303"	"Phần mở đầu giới thiệu các chủ đề TypeScript cơ bản trước khi đi sâu vào hệ thống kiểu dữ liệu."	"VTT_CUE"	"vi-orig"	"303"	"a1-task-has-12"	"Ôn các chủ đề TypeScript cơ bản"	"TODAY"
"CURRENT_LIBRARY"	"13"	"30sMCciFIAM"	"SPA/MPA là gì | Khái niệm SPA |  ReactJS"	"a1-note-LIBRARY_13-1"	"366"	"Trang SPA ban đầu có thể trống; sau đó script được tải và thực thi để tạo giao diện."	"VTT_CUE"	"vi-orig"	"366"	"a1-task-has-13"	"Ôn cách SPA tạo giao diện sau khi tải script"	"UPCOMING"
"CURRENT_LIBRARY"	"13"	"30sMCciFIAM"	"SPA/MPA là gì | Khái niệm SPA |  ReactJS"	"a1-note-LIBRARY_13-2"	"1004"	"SPA tách phần giao diện và API, rồi gọi API để lấy dữ liệu; cách này hỗ trợ tái sử dụng cho ứng dụng khác."	"VTT_CUE"	"vi-orig"	"1004"	"a1-task-has-47"	"Thực hành tách giao diện và API"	"NONE"
"CURRENT_LIBRARY"	"14"	"hjIxfXKmkjk"	"React useEffect hook chi tiết dành cho người mới | React JS"	"a1-note-LIBRARY_14-1"	"385"	"Ví dụ minh họa cách tương tác của người dùng làm cập nhật nội dung trên trang web."	"VTT_CUE"	"vi-orig"	"385"	"a1-task-has-14"	"Thực hành cập nhật giao diện theo tương tác"	""
"CURRENT_LIBRARY"	"14"	"hjIxfXKmkjk"	"React useEffect hook chi tiết dành cho người mới | React JS"	"a1-note-LIBRARY_14-2"	"1098"	"Đoạn xử lý trong component có thể chạy lại mỗi khi component render; cần theo dõi những lần gọi lặp."	"VTT_CUE"	"vi-orig"	"1098"	"a1-task-has-48"	"Theo dõi đoạn xử lý khi component render lại"	""
"CURRENT_LIBRARY"	"15"	"unFHsn0qSMA"	"React hooks - Giới thiệu tổng quát về hooks (2020)"	"a1-note-LIBRARY_15-1"	"232"	"Việc thêm hooks không phá vỡ các phần code hiện có; các phần vẫn có thể hoạt động cùng nhau."	"VTT_CUE"	"vi-orig"	"232"	"a1-task-has-15"	"Ôn cách thêm hooks mà không phá vỡ code cũ"	"UPCOMING"
"CURRENT_LIBRARY"	"16"	"6TE1VEIWqLE"	"CHIA SẺ KỸ NĂNG MỀM CHO SINH VIÊN: Rèn luyện kỹ năng giao tiếp và thuyết trình tốt (BUỔI 2)"	"a1-note-LIBRARY_16-1"	"779"	"Tham gia nhiều hoạt động giúp mở rộng mối quan hệ và kết nối với mọi người."	"VTT_CUE"	"vi-orig"	"779"	"a1-task-has-16"	"Luyện kết nối trong giao tiếp"	"UPCOMING"
"CURRENT_LIBRARY"	"16"	"6TE1VEIWqLE"	"CHIA SẺ KỸ NĂNG MỀM CHO SINH VIÊN: Rèn luyện kỹ năng giao tiếp và thuyết trình tốt (BUỔI 2)"	"a1-note-LIBRARY_16-2"	"2121"	"Lắng nghe hiệu quả không chỉ bằng tai mà còn bằng ánh mắt và sự chú ý."	"VTT_CUE"	"vi-orig"	"2121"	"a1-task-has-49"	"Thực hành lắng nghe chủ động"	"NONE"
"CURRENT_LIBRARY"	"16"	"6TE1VEIWqLE"	"CHIA SẺ KỸ NĂNG MỀM CHO SINH VIÊN: Rèn luyện kỹ năng giao tiếp và thuyết trình tốt (BUỔI 2)"	"a1-note-LIBRARY_16-3"	"3679"	"Ngay cả người có kinh nghiệm vẫn có thể hồi hộp trước khi thuyết trình."	"VTT_CUE"	"vi-orig"	"3679"	""	""	""
"CURRENT_LIBRARY"	"16"	"6TE1VEIWqLE"	"CHIA SẺ KỸ NĂNG MỀM CHO SINH VIÊN: Rèn luyện kỹ năng giao tiếp và thuyết trình tốt (BUỔI 2)"	"a1-note-LIBRARY_16-4"	"5116"	"Khi thuyết trình, tránh đút tay vào túi quần và giữ cử chỉ tự nhiên."	"VTT_CUE"	"vi-orig"	"5116"	""	""	""
"CURRENT_LIBRARY"	"16"	"6TE1VEIWqLE"	"CHIA SẺ KỸ NĂNG MỀM CHO SINH VIÊN: Rèn luyện kỹ năng giao tiếp và thuyết trình tốt (BUỔI 2)"	"a1-note-LIBRARY_16-5"	"6571"	"Khi không thể phát biểu trực tiếp, vẫn có thể chia sẻ qua phần chat."	"VTT_CUE"	"vi-orig"	"6571"	""	""	""
"CURRENT_LIBRARY"	"17"	"nCVDg40aoeY"	"Fresher/Người Ít Kính Nghiệm ""Phải Biết"" Nếu Muốn Xin Việc/Thực Tập | Review CV Trong 3 phút"	"a1-note-LIBRARY_17-1"	"417"	"CV cần mô tả dự án và công nghệ rõ ràng, tránh ghi thông tin mơ hồ."	"VTT_CUE"	"vi-orig"	"417"	"a1-task-has-17"	"Rà lại phần dự án trong CV"	""
"CURRENT_LIBRARY"	"17"	"nCVDg40aoeY"	"Fresher/Người Ít Kính Nghiệm ""Phải Biết"" Nếu Muốn Xin Việc/Thực Tập | Review CV Trong 3 phút"	"a1-note-LIBRARY_17-2"	"1238"	"Nên ghi đầy đủ tên trường hoặc đơn vị thay vì dùng viết tắt khó hiểu."	"VTT_CUE"	"vi-orig"	"1238"	"a1-task-has-50"	"Rà lại tên trường trong CV"	"NONE"
"CURRENT_LIBRARY"	"17"	"nCVDg40aoeY"	"Fresher/Người Ít Kính Nghiệm ""Phải Biết"" Nếu Muốn Xin Việc/Thực Tập | Review CV Trong 3 phút"	"a1-note-LIBRARY_17-3"	"2077"	"CV nên thể hiện cả kiến thức nền như responsive và các công nghệ phù hợp với vị trí."	"VTT_CUE"	"vi-orig"	"2077"	""	""	""
"CURRENT_LIBRARY"	"18"	"0uAc1K2kfrA"	"Những Sinh Viên IT Sợ Code"	"a1-note-LIBRARY_18-1"	"346"	"Trì hoãn khiến kế hoạch học bị đẩy từ hôm nay sang ngày mai và ngày sau."	"VTT_CUE"	"vi-orig"	"346"	"a1-task-has-18"	"Lập kế hoạch học để tránh trì hoãn"	"UPCOMING"
"CURRENT_LIBRARY"	"18"	"0uAc1K2kfrA"	"Những Sinh Viên IT Sợ Code"	"a1-note-LIBRARY_18-2"	"1005"	"Học IT cần tự làm bài thay vì thuê người khác viết code hộ."	"VTT_CUE"	"vi-orig"	"1005"	"a1-task-has-51"	"Tự giải một bài lập trình"	""
"CURRENT_LIBRARY"	"19"	"-BtolPy15fg"	"#1 What and Why Git - Tại Sao Chúng Ta Học Git | Git Siêu Dễ Cho Beginners Từ A Đến Z"	"a1-note-LIBRARY_19-1"	"354"	"Cài Git phù hợp với hệ điều hành đang dùng."	"VTT_CUE"	"vi-orig"	"354"	"a1-task-has-19"	"Cài Git cho hệ điều hành đang dùng"	"UPCOMING"
"CURRENT_LIBRARY"	"19"	"-BtolPy15fg"	"#1 What and Why Git - Tại Sao Chúng Ta Học Git | Git Siêu Dễ Cho Beginners Từ A Đến Z"	"a1-note-LIBRARY_19-2"	"975"	"Git cần cấu hình tên và email để ghi nhận người thực hiện thao tác."	"VTT_CUE"	"vi-orig"	"975"	"a1-task-has-52"	"Kiểm tra cấu hình tên và email Git"	"NONE"
"CURRENT_LIBRARY"	"20"	"QoW2wR_P4WU"	"Cách để Học Mọi Thứ Nhanh Hơn và Tốt Hơn | VyLog Khánh Vy"	"a1-note-LIBRARY_20-1"	"228"	"Tự kiểm tra trước kỳ thi giúp phát hiện phần kiến thức còn yếu."	"VTT_CUE"	"vi-orig"	"228"	"a1-task-has-20"	"Tự kiểm tra kiến thức trước kỳ thi"	"UPCOMING"
"CURRENT_LIBRARY"	"20"	"QoW2wR_P4WU"	"Cách để Học Mọi Thứ Nhanh Hơn và Tốt Hơn | VyLog Khánh Vy"	"a1-note-LIBRARY_20-2"	"719"	"Xem lỗi từ vựng, ngữ pháp và bài mẫu để cải thiện bài viết."	"VTT_CUE"	"vi-orig"	"719"	"a1-task-has-53"	"Rà lại lỗi từ vựng và ngữ pháp"	"NONE"
"CURRENT_LIBRARY"	"21"	"OqdLrih2G9A"	"Cách tự học từ vựng Tiếng Anh mỗi ngày để lên trình | VyVocab Ep.52 | Khánh Vy"	"a1-note-LIBRARY_21-1"	"219"	"Học từ vựng dễ nhớ hơn khi kết hợp từ mới với hình ảnh liên quan."	"VTT_CUE"	"vi-orig"	"219"	"a1-task-has-21"	"Học từ vựng bằng hình ảnh"	""
"CURRENT_LIBRARY"	"22"	"MICKb4Cko2Y"	"Kế Hoạch 30 Ngày Tự Học Tiếng Anh Chi Tiết | Cải thiện & Nâng Cao Vượt Bậc VyVocab Ep.114"	"a1-note-LIBRARY_22-1"	"282"	"Nên dành thời gian nghe podcast hoặc video liên quan đến nghề nghiệp để áp dụng tiếng Anh."	"VTT_CUE"	"vi-orig"	"282"	"a1-task-has-22"	"Luyện nghe theo chủ đề nghề nghiệp"	"UPCOMING"
"CURRENT_LIBRARY"	"22"	"MICKb4Cko2Y"	"Kế Hoạch 30 Ngày Tự Học Tiếng Anh Chi Tiết | Cải thiện & Nâng Cao Vượt Bậc VyVocab Ep.114"	"a1-note-LIBRARY_22-2"	"947"	"Duy trì học ngôn ngữ gần như mỗi ngày và đặt mục tiêu rõ ràng."	"VTT_CUE"	"vi-orig"	"947"	"a1-task-has-54"	"Ôn lại nhóm từ vựng đã học"	""
"CURRENT_LIBRARY"	"23"	"yd17Or0C4vs"	"Lên Kế Hoạch 1 NĂM GIỎI TIẾNG ANH | 15 phút mỗi ngày/365 ngày | VyVocab Ep.104"	"a1-note-LIBRARY_23-1"	"171"	"Slow là tính từ, còn slowly là trạng từ dùng sau động từ như trong Drive slowly."	"VTT_CUE"	"vi-orig"	"171"	"a1-task-has-23"	"Ôn slow và slowly"	"UPCOMING"
"CURRENT_LIBRARY"	"23"	"yd17Or0C4vs"	"Lên Kế Hoạch 1 NĂM GIỎI TIẾNG ANH | 15 phút mỗi ngày/365 ngày | VyVocab Ep.104"	"a1-note-LIBRARY_23-2"	"566"	"Luyện hội thoại theo bối cảnh cụ thể giúp phản xạ khi giao tiếp."	"VTT_CUE"	"vi-orig"	"566"	"a1-task-has-55"	"Luyện nghe lại đoạn hội thoại"	""
"CURRENT_LIBRARY"	"24"	"6-uzl3hLfLM"	"5 Mẹo Tự Học Tiếng Anh cho người Mất Gốc | Tự Học Không Khó VyVocab Ep.93 Khánh Vy"	"a1-note-LIBRARY_24-1"	"179"	"Để học phát âm, cần chú ý âm thanh của từ và cách âm đó được biểu thị."	"VTT_CUE"	"vi-orig"	"179"	"a1-task-has-24"	"Ôn cách học phát âm qua âm thanh"	""
"CURRENT_LIBRARY"	"24"	"6-uzl3hLfLM"	"5 Mẹo Tự Học Tiếng Anh cho người Mất Gốc | Tự Học Không Khó VyVocab Ep.93 Khánh Vy"	"a1-note-LIBRARY_24-2"	"511"	"Từ vựng theo chủ đề nên được chia thành các bài nhỏ, mỗi lần học khoảng 10–12 từ."	"VTT_CUE"	"vi-orig"	"511"	"a1-task-has-56"	"Chia nhỏ nhóm từ vựng theo chủ đề"	"NONE"
"CURRENT_LIBRARY"	"25"	"lk4faynwZ5Q"	"Cách mình Quản Lý Thời Gian Tối Ưu | VyLog - Khánh Vy"	"a1-note-LIBRARY_25-1"	"157"	"Khi chưa có hứng làm một việc, có thể đổi thứ tự và làm việc khác trước để tránh trì hoãn."	"VTT_CUE"	"vi-orig"	"157"	"a1-task-has-25"	"Thử đổi thứ tự công việc khi bị trì hoãn"	"UPCOMING"
"CURRENT_LIBRARY"	"25"	"lk4faynwZ5Q"	"Cách mình Quản Lý Thời Gian Tối Ưu | VyLog - Khánh Vy"	"a1-note-LIBRARY_25-2"	"523"	"Đặt sách trong tầm mắt tạo lời nhắc để duy trì thói quen đọc."	"VTT_CUE"	"vi-orig"	"523"	"a1-task-has-57"	"Sắp xếp môi trường học dễ bắt đầu"	"NONE"
"CURRENT_LIBRARY"	"26"	"Uq3KjJA8BHQ"	"HỌC NHỒI TỪ VỰNG TIẾNG ANH? 100 TỪ 1 NGÀY CÓ KHẢ THI? [Eng]"	"a1-note-LIBRARY_26-1"	"304"	"Vốn từ không nhất thiết phải phức tạp ngay từ đầu; việc học có thể bắt đầu từ cách truyền thống."	"VTT_CUE"	"vi"	"304"	"a1-task-has-26"	"Ôn vốn từ hiện có trước khi học thêm"	"UPCOMING"
"CURRENT_LIBRARY"	"26"	"Uq3KjJA8BHQ"	"HỌC NHỒI TỪ VỰNG TIẾNG ANH? 100 TỪ 1 NGÀY CÓ KHẢ THI? [Eng]"	"a1-note-LIBRARY_26-2"	"890"	"Flashcard có thể nối cụm từ tiếng Anh với nghĩa tương ứng bằng tiếng Việt."	"VTT_CUE"	"vi"	"890"	"a1-task-has-58"	"Tạo flashcard cho cụm từ tiếng Anh"	""
"CURRENT_LIBRARY"	"27"	"2GbX7PB7KUQ"	"3 nguồn luyện Phát âm tiếng Anh hiệu quả| IELTS FIGHTER"	"a1-note-LIBRARY_27-1"	"212"	"Chọn video phát âm theo trình độ phù hợp và chủ đề cần luyện."	"VTT_CUE"	"vi-orig"	"212"	"a1-task-has-27"	"Chọn nguồn luyện phát âm phù hợp"	""
"CURRENT_LIBRARY"	"28"	"BMo3pDEq6Ac"	"Lỗi Sai Khi Học và Thi IELTS | Cách Tăng Band Điểm 4 Kỹ Năng VyVocab Ep.111"	"a1-note-LIBRARY_28-1"	"388"	"Kể chuyện chân thật và tự nhiên có thể giúp xử lý nhiều dạng câu hỏi trong bài thi."	"VTT_CUE"	"vi-orig"	"388"	"a1-task-has-28"	"Luyện kể chuyện tự nhiên trong IELTS"	""
"CURRENT_LIBRARY"	"28"	"BMo3pDEq6Ac"	"Lỗi Sai Khi Học và Thi IELTS | Cách Tăng Band Điểm 4 Kỹ Năng VyVocab Ep.111"	"a1-note-LIBRARY_28-2"	"1011"	"Nên chọn nguồn nghe phù hợp với trình độ và lộ trình cá nhân."	"VTT_CUE"	"vi-orig"	"1011"	"a1-task-has-59"	"Chọn nguồn nghe theo trình độ"	"NONE"
"CURRENT_LIBRARY"	"29"	"Lgy0tRU7Zcc"	"(Cấp tốc) Thuộc ngay 100 mẫu câu giao tiếp nơi công sở để TỰ TIN nói chuyện với đồng nghiệp nhé"	"a1-note-LIBRARY_29-1"	"454"	"Please find attached the document dùng khi gửi kèm tài liệu trong email."	"VTT_CUE"	"vi-orig"	"454"	"a1-task-has-29"	"Luyện câu gửi kèm tài liệu"	"UPCOMING"
"CURRENT_LIBRARY"	"29"	"Lgy0tRU7Zcc"	"(Cấp tốc) Thuộc ngay 100 mẫu câu giao tiếp nơi công sở để TỰ TIN nói chuyện với đồng nghiệp nhé"	"a1-note-LIBRARY_29-2"	"1516"	"Here is the information you requested dùng để trả lời khi gửi thông tin được yêu cầu."	"VTT_CUE"	"vi-orig"	"1516"	"a1-task-has-60"	"Ôn câu trả lời email công sở"	"NONE"
